Date,AAPL,DIA,JNJ,JPM,QQQ,SPY,TSLA,WMT,XLE,XLF,XLK,XLP,XLV,XLY,XOM
2021-05-12,119.89262390136719,308.90802001953125,146.8384246826172,139.47128295898438,307.9073486328125,379.6801452636719,196.6300048828125,42.68014144897461,21.968936920166016,33.81047439575195,63.27437973022461,61.378536224365234,112.7742919921875,80.16499328613281,50.63165283203125
2021-05-13,122.04106903076172,312.9991455078125,148.37489318847656,143.05882263183594,310.2878723144531,384.2409973144531,190.56333923339844,43.40226364135742,21.701223373413086,34.35402297973633,64.11283111572266,62.24251937866211,113.79337310791016,80.73262786865234,50.00760269165039
2021-05-14,124.46293640136719,316.5019226074219,148.60186767578125,145.28224182128906,317.1380615234375,390.14117431640625,196.5800018310547,43.80412673950195,22.374685287475586,34.8975715637207,65.52470397949219,62.51582717895508,114.36775970458984,82.13246154785156,51.24726486206055
2021-05-17,123.31059265136719,315.9410400390625,148.75022888183594,145.8668670654297,315.21417236328125,389.1484680175781,192.27667236328125,43.606327056884766,22.893373489379883,34.96205139160156,65.0428237915039,62.42767333984375,114.1546630859375,81.98331451416016,52.444740295410156
2021-05-18,121.92387390136719,313.60589599609375,148.8026580810547,143.81179809570312,313.0863037109375,385.7956848144531,192.6233367919922,44.55450439453125,22.362133026123047,34.47378158569336,64.52241516113281,62.23372268676758,114.19174194335938,81.34354400634766,50.960540771484375
2021-05-19,121.76763916015625,312.0705261230469,148.47964477539062,142.71334838867188,313.4458312988281,384.78424072265625,187.82000732421875,44.557647705078125,21.805803298950195,34.26189041137695,64.74889373779297,62.03095626831055,113.9971923828125,80.66045379638672,49.737754821777344
2021-05-20,124.32621765136719,313.98291015625,149.34393310546875,142.46534729003906,319.5088806152344,388.9237976074219,195.5933380126953,44.71461868286133,21.772336959838867,34.280311584472656,65.9872817993164,62.60401153564453,115.1922836303711,81.48785400390625,49.619693756103516
2021-05-21,122.49027252197266,315.1095275878906,149.24789428710938,144.0863800048828,317.740478515625,388.60528564453125,193.6266632080078,44.5042724609375,21.818349838256836,34.621185302734375,65.62589263916016,62.6128044128418,115.21080780029297,81.07896423339844,49.687156677246094
2021-05-24,124.12114715576172,316.8783264160156,149.81887817382812,144.86587524414062,323.0845642089844,392.5668029785156,202.14666748046875,44.50741195678711,22.035863876342773,34.78701400756836,66.79202270507812,62.79793930053711,115.32199096679688,81.88232421875,50.2690315246582
2021-05-25,123.92584228515625,316.1596984863281,149.40599060058594,143.3688507080078,323.5315246582031,391.6958312988281,201.56333923339844,44.68950653076172,21.588285446166992,34.43693161010742,66.81129455566406,62.8155632019043,114.97919464111328,82.14205169677734,49.130577087402344
